,text,label
133,"aslında kekemelik bir akıcı konuşma bozukluğudur. ortaya çıkmasının sebebi nörofizyolojik kaynaklı olabileceği gibi psikolojik de olabilir.ailesindeki başka bireylerde kekemelik yaşantısı olan çocuklarda görülme sıklığı daha fazladır. aynı şekilde, kızlara oranla erkek çocuklarında daha çok görülür.psikolojik travma, şiddetli korku, baskı, stres altında kalmak, kontrolcü, titiz ve eleştirel ebeveyn tutumları, çocuklara psikososyal anlamda sıkıntı veren yerler kekemeliği tetikleyebilir.kekemeliğin psikolojik nedenlerle ortaya çıkmadığını, bu durumun sadece var olanı tetiklediğini düşünen uzmanlar olsa da bu konuda 1939 yılında yapılan korkunç deney bizlere fikir verebilir diye düşünüyorum:the monster studydiye bilinen bu deneyde, yetimhaneden 22 yetim çocuk seçilir. denek olduklarını bilmeyen bu çocuklara konuşma terapisi uygulanacağı söylenir. bu çocuklardan 10 tanesinde kekemelik varken, diger çocuklar normal bir şekilde akıcı konuşabilmektedir. konuşma sorunu yaşamayan çocuklar, deney için yetimhaneden rastgele seçilmiştir.eşit bir şekilde iki gruba ayrılan bu çocuklardan bir kısmına pozitif ve destekleyici bir terapi uygulanır. güzel sözlerle desteklenir ve pekiştireçlerle ödüllendirilir. bir kaç ayda çocuklarda düzelmeler görülür.diğer gruba ise tam tersi yapılır. en ufak bir hatada aşağılayıcı, hırpalayıcı bir tavırla hareket edilir. gruplarındaki kekemeliği en şiddetli olan çocuk gösterilerek ilerde bu çocuğa benzeyecekleri söylenir. normal konuşan; ancak kekeme olmakla itham edilen çocuklar bir kaç ay içinde kekelemeye, akıcı bir şekilde konuşamamaya hatta konuşmayı tamamen reddetmeye başlar.psikolojik olarak ağır hasarlar alan bu çocuklardan 6 tanesine yıllar sonra tazminat ödense de yaşanılanların izini silmeye yetmemiştir.özetle; aileler akıcı konuşma bozukluğu olan çocukları sürekli düzeltmek, cümlelerini tamamlamak yerine; onlara kendilerini ifade etme imkanı tanımalı, sabır ve şevkatle yaklaşmalıdır.",Scientific
134,"sebebini kimsenin bilmedigi yara.hic ucuk cikarmadim. 10 senenin ustunde yatili okulda kaldim, 2018 senesinde 1 kere bile hastalanmadim. agzimda curuk dis yok. spor yaparim, duzgun uyurum. ama bu amkafti, kafasina gore cikar. belirli bir paterni yok. bazen arka arkaya 3 tane cikar, bazen haftalarca hic cikmaz. hic bagisiklik sistemi vs demeyin; belki bazi durumlarda alakalidir ama cikasi varsa cikiyor.kendisiyle 30 seneden fazlaca birlikteyiz, edindigim tecrube:- kucukken yakalarsanizkenacortise yariyor. biraz buyuduyse bosa surmeyin.- en etkili silahoral medic. o da iyilestirmiyor, yakip uzerinde bir katman olusturuyor, siz de onu hissetmiyorsunuz.-slsolmayan dis macunlari ise yariyor.- uyku duzeni ve stres etkiliyor. ama iyi uyuyup stressiz oldugunuz zamanlarda cikmayacagi anlamina gelmiyor.- agiz ici hasarlar afti tetikliyor. yanaginizi isirirsaniz orda aft cikabiliyor. ama hic bir hasar olmasa da cikabiliyor. ustteki gibi,statistically significantdegil bu korelasyon.- dil uzerinde olanlar ve bogazda cikanlar cok can yakiyor. dudak arkasindakileri siklemiyorsun bile.- neden bilmiyorum ama ozellikle uykudan ilk uyandigim zamanlarda maksimum siddette aci veriyor. bazi yiyecekleri yemeyi birak, kendini yerken hayal edince bile sizliyor amk yarasi. oyle ki, bazi gunler aft var diye kimseyle konusmuyorum. agzimi oynatinca aciyor.",Scientific
135,"7 8 ay oldu, bi gün yatıyordum tek kulağıma yavaş yavaş bi çınlama sesi yerleşti. ertesi gün nezle olmuştum. hemen doktora gittim baktı etti dış kulak temiz, boğazlarda enfeksiyon yok falan filan. geniz akıntısı için levmont denen pahalı bi ilaç yazdı(3 gün kullanıp bıraktım yüksek bi moral düşüklüğü yaptı).aylar geçti, çınlama hala aynı, diğer kulağımda da ortaya çıktı.şöyle bi sorun var ki, diğer kulağımda farklı daha kalın bi tonda kesikli kesikli tamamen rastgele periyotlarla çalan bi ses var. (ki beni asıl rahatsız eden şey de bu zaten. normal çınlamaya alıştım, ama bu diğer ses beni fena rahatsız ediyor)ve bu kalın saçma periyotlarla çalan ses, kulak kaşıma hareketi diyebileceğim, parmağımla kulak üzerine basınç yapıp çekme hareketini yaptığımda 10 saniyeligine gidiyor.sonra eskisinden daha da kuvvetli bi şekilde geri geliyor.iki kez kbb doktoruna gittim, ilki yukarda anlattıgim. en başlarında gittiğim. diğeri de ondan 2 ay sonra gittiğim doktor. o da yine inceledi sinüzit görünmüyor dedi(bana sorarlarsa en büyük sinüzit hastası benim burnumun en derin iç noktalarına yapışmış bir yığın sıvı sümük var. bazen çıkarmayı başarıyorum, lavabo fayansina öyle bi yapisiyor ki üzerine iki üç kere su atıyorum öyle çıkıyor.)dış kulakta herhangi bi sorun görmediğini belirtti. bu da betaserc yazdı.ilacın alerji yaptığıni zannedip bıraktım vastarel yazdı iki ay kullandım bi sonuc alamadım. sonra betaserc tekrar denedim alerji falan olmadığıni fark ettim.1 aydir kullanıyorum ama şuan bundan da olumlu bir etki alamadım.ek olarak kulak çınlama seviyesi artip azalıyor. mesela merdiven çıktım yoruldum falan, odaya girip yatağa yattığımda çınlama şiddeti çok çok fazla oluyor. sonra bu şiddet zamanla yavaş yavaş azalıyor. belli bi noktada stabil kalıyor.şüphe ettiğim şeyler de şunlar.20 lik dişlerim yarı gömülü yarı dışarda olarak çıktı. üstler düzgün çıktı ama alttakiler belirttiğim gibi. ve yönleri de çap, alt çeneye baskı yaptıklarını düşünüyorum. ki çene kabiliyetimde de azalma olduğunu söyleyebilirim. yan yanagimi ısırmaya çalıştigimda çenem ağrıyor.(tek tarafta oluyor bu).diğer tarafin da tam o çene eklemi denilen kemik, ağzımı açıp kapattığımda ordan ses geldigini duyabiliyorum.(bu da o saçma periyotlarla kalın bi tonda çalan taraf).ek olarak, burnum düzgün çalışmıyor. etler sürekli şiş konumda. düzgün nefes alamıyorum. ve deli gibi bi geniz akıntısı hissediyorum. derinlerde büyük bir sıvı var, balgam değil, daha üst kısımlarda ne kadar honkurup toksursem de çıkaramadıgim...beyin kaynaklı birşey olduğunu düşünmüyorum, düşünmek de istemiyorum. bas ağrısı falan olmuyor.genel olarak durum bundan ibaret.var mı tavsiyesi olan, bu illetden kurtulan birileri?",Scientific
136,"hearing impairedvatandaşlar için hazırlanmış altyazılarda, parantez içinde açıklanan sesleri duymadığınızı fark edince, esaslı bir hastir çekip, fellik fellik doktor, tedavi vb. aratmaya başlatan, 10 yıldır şöyle bir rahat vermeyen, ama pek fazla rahatsızlık da vermeyen, yani atsan atılmaz, satsan satılmaz, amına koduğumun saçma sapan bir rahatsızlığı.",Non-scientific
137,"ben de 5 yıldır çekiyorum bu laneti. son iki yıldır gittikçe arttı, şu an sesli ortamda bile duyuyorum kulağımın içindeki ağustos böceğini. belki çaresi olur diye sorun çıkaran yirmilik dişlerin hepsini çektirdim, kanal tedavisi gereken dişlerimi yaptırdım, kulak burun boğaz, nöroloji ne varsa gittim; ""sorun bizim ilgi alanımız dışında"" deyip sürekli birbirlerine yönlendiriyorlar. (tedavisini bilmiyorum demenin kibarcası) geçenlerde boyundan mı kaynaklanıyor diye fizik tedaviye gittim, boyun mr istedi bakalım yarın sonucu göstereceğim. ondan da olmadığını düşünüyorum. bakalım sırada kardiyoloji var.*bu modern tıp ne boka çare buluyor bilmiyorum. kulak çınlamasına çare yok, sedefe çare yok, saç dökülmesine çare yok. bu rahatsızlıklara çaresi olmayan adamlardan kansere çare bulabileceklerini bekliyor millet.edit: boyun mr'ında da bir şey çıkmadı. bazı disklerde sorun var gibi gözüküyor ama kulak çınlamasına neden olmaz. istersen fizik tedaviye git dedi. 5 senedir kim beni anıp da kulağımı çınlatıyorsa onun amk. :) şaka bir yana sanırım bir deha çaresini bulana kadar katlanacağız bu sessizliğin katiline...",Mixed
138,boğazımda çıkarak rekor denemeleri yapmaktadır.,Unrelated
139,yaralandığında çabuk iyileşen yüz bölgesi. kaza sonucu üst dudağım resmen yarılmıştı. hemen buz kompres ettim ve eczacı sürmem için hiçbir merhem vermemişti. derken neredeyse 3-4 günde eski haline dönmüştü bile.,Unrelated
140,"alkolden sonra ve hatunla muhabbetten sonra diye ikiyi ayrılır.alkolden sonrasının çözümü bol su tüketmek ve ağzımızla içmektir. kafa güzelken atılan mesajlar ve ya yapılan aramalar, semptomları artırır.hatunların yarattığı baş agrisinin tedavisi yoktur. küçük kacamaklarla semptomları rahatlatabilirsiniz. eğer sürekli ve şiddetli olarak devam ediyorsa, ne kadar önermesem de tekmeyi koyun.",Non-scientific
141,kulak çınladığında nedense farklı bi boyuttan gelen hareketlenmeyi farklı ses dalgalarıyla hisseder gibi oluyorum yada öyle yorumluyorum,Non-scientific
142,müthiş acıyor. 3 gündür doğru düzgün bir şey yiyemiyorum. her zaman tuzla baskı yaptığımda uyuşurdu sanki bu kez yarayı genişletiyor. limonla tuzu beraber denedim az daha amel defterim kapanıyordu. psikoloğum bozuldu bu ne lanet bir acı.,Mixed
143,sadece insanlarda görülür.,Non-scientific
144,bi kekeme kadın göremezsiniz. görememenizin sebebi prenses olarak büyütülmeleri. dil gelişimlerinin anne ve çevre ile beraber gelişmesi. rahat ve refah için de büyütülürler.erkek çocuk hep bi kalıba sokulmak istendiği için zorluklarla büyür. kekeme bi erkeğin çocukluğuna indiğinizde zorluklar yaşamış olduğunu görürsünüz.,Non-scientific
145,"salisilik asit yutmaya bağlı olarak gerçekleşecek problemdir.çözüm yolları şunlardır:1. doğal diş macunu kullanılmalı2. sigara ve alkolden uzak durulmalı3. üzüm pekmezi, beyaz çikolata, avokado, kivi, muz, ananas, domates, çilek, nar, portakal, kivi gibi gıdalar bol tüketilmeli.4. acı biber ve soğan haftada en az 1 kez tüketilmelidir.",Non-scientific
146,"kulak çınlamasının diğer adı da tinnitusdur. çok sesli ortamlarda çalışan insanlarda görülür genelde. bazıları o kadar şiddetlidir ki kişinin kulağına yaklaşınca sesi sizde duyabilirsiniz. birkaç tane insanın bu çınlamalar yüzünden intihara kalkıştığını duydum. çınlamanın sebebi tam olarak bilinmediği gibi kesin bir tedavisi de yoktur. çınlayan kulağa cihaz takarak çınlama seviyesinde tatlı bir rüzgar, dalga sesi verilir. sizde çınlamayı değil de bu sesleri duyarsınız. bu bile hastalar için büyük bir nimettir.",Mixed
147,"klibiyle hüsran olmuş şarkı. koreografi, kostümler, ışık vs. neresinden tutsan elinde kalacak başarısızlıkta. klipteki grilik de iç kıyar halde. bu şarkının klibi bu olmasaydı keşke.",Unrelated
148,"klibi geç, şarkı güzel, edis yakışıklı. talibim*",Unrelated
149,https://twitter.com/#!/kuntmuzikadresinden neler ile uğraştıkları takip edilebilir insanlar topluluğıu.,Unrelated
150,"hulusi behçet tarafından tekrarlayan oral aft, tekrarlayan genital ülser ve üveit ile tanımlanan hastalık.20-30 yaşlarında, erkeklerde daha sık görülür.tanısı klinik olarak konur, tanı koymaya yarayan herhangi bir labaratuar belirtisi yoktur.tanı kriterleri:-tekrarlayan oral aft(2p)-tekrarlayan genital ülser(2p)-göz bulguları(2p)-deri bulguları(1p)-pozitif paterji testi(1p)-vasküler tutulum(1p)şeklindedir. bu kriterlerin toplamı 4p ve üzerinde ise klinik olarak behçet tanısı konur.hla-b51 aleli ile ilişkili bulunmuştur.",Scientific
151,"düzenli beslenemediğimi ve yeterli vitamin alamadığımı düşündüğüm zamanlarda ayrıca stres faktörünün de etkisiyle nadir de olsa ara ara başıma gelen hadise.tavsiyemkenacort a orabasepomad kullanmanız yönündedir. gece yatmadan önce az bir miktarda sürmenizi tavsiye ediyorum. zira sürdükten sonra konuşmak pek mümkün olmuyor.ulaşılması zor yerlere sürmek isteyenler için şu marketlerde satılan çay, kahve vs. karıştırmak için kullanılan ince tahta karıştırma çubuklarını tavsiye ederim. ucuna az miktarda alın ve ilgili bölgeye sürüp yatın. benim derdime 2-3 gün içinde çare olmuştu. bünyeden bünyeye farklılık gösterebilir her zamanki gibi.edit: yazmayı unutmuşum şu an 9,6 tl gibi bir fiyatı var.büdüt: eğer çok sık aft problemi yaşıyorsanız çinko takviyesi almanızı öneriyorum.",Scientific
152,"otoimmunkökenleri olan, işitme kaybı ile giden bir hastalık.",Non-scientific
153,"haftalardır sol kulağım çınlıyor,arada da ağrıyor ve baş dönmesi oluyor,sol taraftaki temporamandibular eklemimden krepitasyon da alıyorum bakalım hayirlisı...(hayır gece uyurken dişlerimi sıkmıyorum)",Scientific
154,(bkz:mücahit erbakan),Unrelated
155,45 dakika içinde olup kurtulamadığım ameliyat. sedasyon ile bu ameliyatı sakın olmayın. ameliyat sırasında panik atak krizi geçirip bir de üzerine genel anestezi yemek zorunda kaldım.plastik tampon takmayan bir yere de yaptırmanızı tavsiye etmem çünkü sünger tamponla geçen gün hayatınızın en zor günü olacaktır.çıktığında da öyle mükemmel nefes aldım diyenler falan bence sallıyor. şu an tıkanık burunla sanki tampon çıkmamış gibiyim. kanamam ve mukus akıntım da devam ediyor.2 gün önceye dönsem asla tekrar yaptıramayacağım ameliyattır.,Mixed
156,geçmesi için uyunan acı.sonunda kimyasala başvurucaz.,Unrelated
157,bebekler doğduklarından sonra bir kateterle burun deliklerinin gerisinin açık olup olmadığının kontrol edilme sebebi. kateter ile daha sonra anüs kontrol edilir.(bkz:anal atrezi),Mixed
158,öpüşme anındaki ıslaklığıyla daha bir güzel görünen.,Unrelated
159,maalesef kaçamayacağım son.çok korkuyorum ama eninde sonunda olacağım. antalya'da önerebileceğiniz bir doktor varsa çok makbule geçer.,Mixed
160,"kulağımda düdük çalıyor resmen. bunu aklıma getirdiğim her an daha çekilmez oluyor. aklımda olmadığı zaman sesi yine duyuyorum ama farketmiyorum, umursamıyorum, bu hastalıktan muzdarip olanlara tavsiyem budur. aklınıza getirmeyin zor olsada. bu entryi yazarken neredeyse 2 3 katına çıktı uğultu...",Scientific
161,parmak uçlarından 100 kat daha hassastır.,Unrelated
162,1 saattir çok siddetli ağrı var kafam zilyon gibi beynim patlicak sanki kivraniyorum resmen yahu onerisi olan varmi ?,Mixed
163,"bu sabah stres, özlem ve üzüntüden ötürü yakalandığım, isminin cool olmasına aldanılmayacak kadar boktan bir hastalık.“hayat boktan, kuşlar sıçıyor.”edit:vertigo değilmiş, panik atakmışım.",Unrelated
164,"2015te olmuştum ameliyatı,ameliyat sorun değil de ameliyat sonrası tam bi rezalet,2hafta ağzımdan nefes aldım boğularak uyandım sürekli,burundan asla nefes alamadım şuan belki tamponlar daha güzel hale gelmiştir.ameliyattan 4sene geçti ama hala bazen kanaması oluyo ,ilk zamanlar çok rahatlamıştım ama yine yavaş yavaş burnun dengesi bozulmaya başladı yine iki delikten biri tıkalı söküp atıcam burnu ne çektim ya bi düzelmedi",Mixed
165,"tüm moralini bozan, yaşama sevincini emen dudak içinde çıkan bir yara.",Scientific
166,where to go,Unrelated
167,burun kanaması anlamındaki tıbbi terim.,Scientific
168,gözlerimi alamadığım mükemmel organ.zamanında biri konuşurken insanların dudaklarına baktığımdan dolayı yanlış anlaşıldığımı söylemişti.**o günden beri çok fazla bakmamak için ekstra çaba sarfediyorum. dudağın şekli zaten önemli de asıl aklımı başımdan alan şey ayrıntılar. mesela dolgun bir dudakta daha belirgin olanodikey ve asimetrik çizgiler. ağız hafif gerildiğinde ya da gülümsendiğinde dudak ve çene arasında çıkan gamzeler.örnek. ya da dudağı hafif büzdüğünde alt dudaktan aşağıya doğru çukurlaşan çizgiler. bunun örneği çok fazla yok aslında.şuradakigibi alt dudağın hemen altındaki gamze benzeri şeyler mesela. bu özelliklere sahip dudakları bakmaktan kendimi alamıyorum. sori.bir de tabii ki geçici bir yara olması. ne demişler insanı güzel gösteren kusurlarıdır.*,Unrelated
169,bunun çaresi b bitamini. çıkmaya başladığında günde bir kez benexol vitamin alın. bir kaç gün içinde yara geçecek hatta uzun vadede eskisi kadar sık çıkmayacak.,Scientific
170,"kişiye sarhoşluk hissi veren genellikle baş dönmesi, kusma ve karın ağrısı gibi belirtileri bulunan hastalık.",Mixed
171,"tamamen cahillik sonucu 357 magnum'la kulaklıksız ve kapalı ortamda onlarca yaptığım atış sonucu bende de oluşan lanet şey.gerektiğinde konvansiyonel kullanabilmek ve silah sesine alışmak için kulaklıksız atış yaparım 9x19'da.ama siz siz olun sakın daha büyük mühimmatlar ve yivsiz tüfeklerde böyle bir şeyi kesinlikle denemeyin,kesinlikle..tam iki ay boyunca bir an olsun gitmedi.doktora gittiğimde v harfiyle başlayan bir ilaç vermişti o biraz azaltıyordu ama çınlamalar gitmedi.tekrar doktora gittiğimde iki ay daha bu ilacı kullanmam gerektiği,geçmediği taktirde basınç odası tedavisi olmam gerektiği söylendi.bu noktada bu hastalıktan muzdarip insanlara ne kadar faydası olur bilmem ama kendi tecrübelerimi paylaşayım.öncelikle sakin olun.delirecek gibi oluyorsunuz bazen sinir krizi eşliğinde ağlayasım geliyordu oradan biliyorum ama sakin olun.ilginç bir biçimde alkolün tinnitusu yok ettiğini gözlemledim.kulağınız ne kadar çınlasa da içki içince geçiyor.bunun haricinde bulabildiğiniz herhangi bir benzodiazepin diazem-xanax olur kısa sürede tinnitusu defediyor.her kulağım çınladığında ya hemen yemek yeyip içkiye ya da hapa yumulurdum.bu sayede o zorlu süreci atlattım.iki ay sonra artık tinnitustan eser kalmamıştı.ilginç bir biçimde bu hastalığı alkol ve xanax'ın iyileştirdiğini düşünüyorum.şu an ayda bir en fazla iki defa tekrar tinnitus geliyor fakat 5-10 dk içerisinde kayboluyor.onun haricinde herhangi bir sıkıntım,çınlamam veya işitme kaybım yok.olabildiğince sakin olun.doktora görünmenizde fayda var.benim tavsiyelerime de fazla kulak asmayın belki sizin için tehlikeli olabilir.bu sadece fikir telakisi..",Mixed
172,"hastalık değildir. semptomdur. tıpkı baş ağrısı adlı hastalık olmayıp, migren diye bir hastalığın olması gibi. eğer bppv'den ya da meniere'den bahsediyorsanız o başka. çoğu insan hayatının bir bölümünde bppv (pozisyonel vertigo) yaşamıştır. eğer baş dönmesi sağa ya da sola döndüğünüzde oluşuyor ve 20-30 saniye içinde geçiyorsa o zaman kulak kristalleri oynamıştır bu bppv'dir.en çok karıştırılan iki baş dönmesi çeşidi var1.vertigo:etraf dönüyor gibi hissedilir, (tıpkı kendi etrafınızda bir kaç tur döndüğünüzde olan hissiyat gibi) hasta sabit bir noktaya baktırılır hastada anormal göz hareketleri vardır.2.dizziness ya da lightheadedness (sersemlik)etraf dönmez, sadece kafada sersemlik hissi vardır, hasta tam olarak şikayetini anlatamaz, sarhoş gibi hisseder. bunun bir sürü sebebi var. beyine kan gitmesini engelleyen hastalıklardan tutun, anksiyete, düşük-yüksek tansiyon, düşük-yüksek kan şekeri gibi...",Scientific
173,"bir süredir tedavisini olduğum rahatsızlık. hatta kullandığım ilaca başlayalı tam 3 ay oluyor. rahatsızlık hissetmezsem ilacı kısa bir süre daha kullanıp bırakacaktım.ilaçla geçirdiğim son günlerdi. son derece de iyi hissediyordum. ta ki düne dek.bu rahatsızlığı geçiren birkaç kişi üzüntü ve stresin hastalığı tetiklediğini söylemişti. açıkçası çok saçma gelmişti bu bana. içimden ne alaka kulaktaki kristaller ile üzüntü stres vs. demiş ve bir bağlantı kuramamıştım. bilememişim... dün akşam beni çok üzen bir şey olmuştu. ağlayarak uyumuştum.gece kulaklarımdaki o iğrenç basınç ve baş dönmesi ile uyandım. ve hiç azaldığı yok. yeniden başa döndüm maalesef.hastalığı geçiren kişiler varsa tavsiyem ilaç kullanıyorlarsa kesinlikle aksatmamaları ve genelde çok elde olmasa da kendilerini üzecek, strese sokacak şeylerden mümkün olduğu ölçüde kaçınmaları.",Scientific
174,"#85818314burada kendi durumumu anlatmıştım. şu anda bir şey eklemek istiyorum.erasmus programı ile polonya'ya geldim ve yaklaşık 3 haftadır burdayım. ingilizce konuşurken bazen sıkıntı yaşıyorum. ingilizcem efsane bir düzeyde değil, yani zaten sohbet esnasında bazı kelimeleri unuturum-anlayamam kaygısı genel olarak oluyor. bu kaygı ile heyecan birleşince bazen kekelemeler veya girişte zorlamalar oluyor. yine sıkıntı çıkarmadan yaklaşık 2 saat sohbet ettiğim zamanlar vs. oldu. yani çok uç seviyede bi zorluk yaşamadım. ama yinede en aza indirmek için konuşmaya devam ediyorum ve elimden geldiğince devam edicem.kendi dilimde bile konuşurken zorlanırken, başka dilde konuşa konuşa bunu aşmayı düşünüyorum. bu konuda fikiri veya önerisi olan varsa sohbet etmek isterim",Mixed
175,"1 haftayı boş geçse diğer haftayı boş geçmiyordu bende başa çıkamıyordum. bir kaç çözüm yolu buldum kendimce.1. yediğine içtiğine dikkat edeceksin2. kesin vitamin eksikliğin var multivitamin içeceksin ben 1 ay medigart, 2 ay pharmaton kullandım şuanda supradyn kullanıyorum.3. tam çıkmaya başlayacak elma sirkesi ile gargara yapıyorumsonuçayda 1 olursa oluyor olmazsa o da olmuyor.diş fırçalamak ile alakası yok günde 2 defa dişimi fırçalarım kesinlikle alakası yok. dermoloji ilede görüştüm kesinlikle cild ile alakalı bir sorun dedi.",Mixed
176,"yorgunluk, stres, açlık üçlüsünün neden olduğu ağız yarası. limon, şeker iyi gelir denir. bal gibi akışkan minik bir kremi var eczanede en iysi o bence.",Mixed
177,"boğazda da çıkıyor bu meret .ilk defa olsa bademciklerim şişti zannederdim.bogaz ağrısı ,zor yutkunma falan bademcik enfeksiyonuna benziyor ama değil .ateş halsizlik gibi durumlar da eşlik ederdi bademcik iltihabi olsa ama bu haliyle de yeterince zor .aft için olan merhemleri suremezsin gargara bile ulaşmaz .ulaşsa da uğraşmıyorum ben bu aft denen zalimle artık ilaç da kullanmıyorum.alternatif olarak önerilen karbonatlı sulara falan bile basvurmuyorum.yeterli eziyeti çektirip gidene kadar teslim oluyorum kendisine .insan bir durumu çok küçük yaşlardan itibaren yaşayınca caresizlesiyor gerçekten .kaç çeşit ilaç kullanmadım ki ben bununla ilgili .bir aftla ilgili bu kadar yazar mı insan yazar daha fazlasını da yazar da benim ifade yeteneğim bu kadarına müsade ediyor .oysa nasıl betimlemeler yapılabilir çektirdiği acılar karşısında .fazlasıyla hak ediyor zira.şimdilik bu kadar bugün biraz hafifledi sanki .15 gün sonra buluşmak üzere sevgili aft .öyle sadiksin ki biliyorum beni terk etmeyeceğini.allah belanı versin .",Mixed
178,"dün inanilmaz yüksek derece bir ateşle yatarken çektiğim acinin sebebidir. bundan mi bilmiyorum fakat deli gibi bir baş dönmesi ve ek olarak kendime beynimden bir düz çizgi çekmişim, onu değişik şekiller yapmaya çalışıyorum yattığım yerden. bir türlü olmuyor, o çizgi hep ayni. aklimdan silinmiyor. kusucam kusamiyorum. bu çizgi muhabbeti nerden çıktı onu da bilmiyorum. gözüm kapali çizgilerle savaşıyorum. kalktim hastaneye gidip 5 tane serum yedim sonra kendime gelebildim. ne iğrenç bir şeydir bu hastalik.",Non-scientific
179,"ağız içerisinde, dudak yeme, yanak ısırma, darbe sonucu ya da; baharat, çikolata, kahve gibi çeşitli gıdalara karşı hassasiyet olduğunda, vitamin ve mineral eksikliği sonucu ortaya çıkan, tıbbın henüz kesin bir çözümünü bulamadığı, insanın hayatını zehir eden yara.bir rivayete göre sumak iyi gelmektedir.",Scientific
180,"benimde geçirdiğim vahim hastalıktır. tomografi, mr, renkli ilaç verip tomogtrafi, beyib cerrahi kbb derken kendiliğinden geçen hastalıktır.o dönemki psikolojik nedenlerle geçirdiğimi sonradan anladığım hastalıktır.bir kaç tanıdığa sorayım. tanıdıkları varsa yeşillendireceğim.",Mixed
181,"hayatımın her döneminde bir şekilde ağzımın içinde muhakkak oluşan yara, hayatımı her zaman alt üst etmiştir. yani patolojik olarak oluşum sebebini anlamayacağım.meyve yemediğim için söylendi meyve yedim günlerce sorun çözülmedi. dişlerini fırçalarken ağız içinde de yapmalısın dendi yaptım faydası olmadı.hayatımın hep garip dönemlerde çıktığı da oldu. ilk kez öpüştüğüm kızdan sonra da çıktı. bir daha kızla öpüsmemek için ayrıldık. ilk kez yaşadığım sehirden ayrıldıgımda da cıktı hep. şuan sigarayı bıraktım, yaklaşık 3 hafta olacak ve sigarayı bıraktıgımdan beri ağız içinde yanak içinde her yerinde var. sigara aklıma gelmiyor ama bu yaralar geçecekse tekrar içerim mahvoldum 3 haftadır. hayır vücudum neden ergenlik sanrılar çekiyor onu da anlamış değilim.",Mixed
182,yabanci dilde konusurken gorulmeyip sadece kekemenin anadilinde gorulen bozukluk.,Unrelated
183,"baş travması nedeniyle de ortaya çıkabilen evlerden ırak, süründüren hastalık. devamlı şiddetli baş dönmesi ve buna eşlik eden mide bulantısı ile hayatınız cehenneme döner. tedavisi mutlaka doktor kontrolünde yapılmalıdır, evde yatarak veya ilaçla geçmez. epley manevrası yöntemi çok etkilidir, genelde bir kaç seans sonra iyileşme görülür. hızlı sonuç almak için doktor tarafından yapılan bu manevra seanslarından sonra spor yapmamak, ani hareketlerde bulunmamak, mümkünse bir süre boyunluk takmak, gece yatarken sırt üstü hafif dik konumda sırta 2-3 yastık koyulmak suretiyle uyumak faydalı olur. bir defa pozisyonel vertigo olmuşsanız maalesef hastalığın tekrarlama riski vardır. ancak semptomlar ilk başınıza geldiği zaman ki gibi panik yaratmaz, tıpış tıpış doktora gider, ben bir `epley manevrası` alayım dersiniz.",Scientific
184,"öncelikle tonsillit yapar. ve fazla halsizlik olur. etkenebv'dir. (mononukleozyapan 3 virüs 1- ebv 2- cmv 3- hiv) tüm mononükleozlarda atipik lenfositler görülür ama en çok ebv'de görülür. 4. virüs değil amatoxoplasma gondiide mononükleoz yapar.kriptik tonsillit sanıpampisilinverdik mi döküntü olur.yoğunsplenomegaliolur. hatta rüptüre olup hastayı öldürebilir.enfeksiyöz mononükleozda en uygun tedavi semptomatik (ateş düşürülmesi, oral alımm düzenlenmesi gibi) tedavidir.edit: tedavi eklendi.",Scientific
185,"sürekli birlikte yaşadığım, yaşamak zorunda olduğum. kendimi bildim bileli hep var, hiç gitmiyor. eğer dinlemezseniz fark etmiyorsunuz aslında ama bir kez aklınıza takıldı mı hayat işkenceye dönüyor. uyumak mümkün olmuyor, başka bi yerden ses olsa da şunu duymasam diye düşünürken yatakta bir sağa bir sola dönüyorsunuz.neden olduğu hakkında bir fikrim yok ama tedavisi olmadığını biliyorum. hiç susmayan bir çın sesiyle yaşamak iğrenç bir şey, düşman başına...",Scientific
186,çok uyumak neden olabilir. optimali koruyalım kolluyalım,Unrelated
187,akarlar tozlar polenler vücutta histamin üretimini tetiklediği düşünülüyor. o haldeçare antihistaminik beslenme olabilir. peynir süt kuruyemiş katiyen ağza alınmayacak.buyrun listemize bakalım.link,Mixed
188,bu ameliyatı daha önceden olan yada hakkında bilgisi olan arkadaşların mesajlarını bekliyorum,Non-scientific
189,"ağrının varlığını unuttuğunuzda gerçekten geçen tek musibettir. farklı bir uğraşa yönelmek, baş ağrısı hissiyatını ortadan kaldırıyor ve sonrasında; yaşasın sağlıklı kafalar!",Non-scientific
190,insanın geviş getirmesi.,Unrelated
191,t. burundan gelen beyin omurilik sıvısı.,Mixed
192,"ilaçla 7 gün, ilaçsız bir hafta süren hastalık diye söylüyor doktorlar",Non-scientific
193,çok pis ve karakteristik bir kokusu vardır.,Scientific
194,düşman başına düşman (hastalık versiyonu),Non-scientific
195,"yillardir muzdarip oldugum arada siddetini arttiran, arada azaltan oldurmeyen ama surunduren bas belasi.youtube ve facebookta ""anil yilmaz"" adinda bir abimiz uzerinde ciddi arastirmalar yapmis, videolar cekmis. henuz daha denemesemde tavsiye ve toparlamalarini duzenli yapip baya bi fayda goren var gibi. bi goz atin derim. aslinda tavsiyeleri bilinmeyen seyler degil ama farkindalik yaratip teknikleri anlasilabilir olarak gostermesi bir nimet.",Non-scientific
